#,tractate,fromLine,fromWordIndex,fromWord,toLine,toWordIndex,toWord,composition,compositionLocation,excerpt,comments,year,כרטיס בכרטסת,כרטיס בסריקה
32017,yevamot,,*,,,*,0,מגדל עוז - משפטים,"ה' מלוה ולוה, פי""ח ה""ג-ד","[עשה שדהו אפותיקי לבעל חובו או לאשה בכתובתה והוא שיכתוב להן מכאן תגבו ושטפו נהר הרי זה גובה משאר נכסים וטורף אותן. ואם התנה עמו שלא יהיה לו פרעון אלא מזו אינו גובה משאר נכסים. וכן אם לוה ממנו ופירש שאין לו אחריות עליו הרי זה אינו גובה מן המשועבדין לעולם. העושה שדהו אפותיקי לבעל חובו או לאשה בכתובתה ומכרה הרי זו מכורה וכשיבא בעל חוב לגבות אם לא ימצא נכסים בני חורין יטרוף אותה. בד""א בשמכר לשעתה אבל מכרה ממכר עולם אינה מכורה]  עשה שדהו אפותיקי עד מן המשועבדין לעולם. פ""ק דנזיקין ובהלכות בגיטין פרק השולח וביבמות ירוש' ריש פרק אלמנה לכהן גדול עשה שדהו אפותיקי לב""ח וכו' עד אבל אם מכרה ממכר עולם אינה מכורה. כתב הראב""ד ז""ל לא הבחין ולא הבין דרך הירושלמי אשר מצא על זאת המימרא עכ""ל. ואני אומר כבר קדמני בזה רבינו הגדול הרמב""ן ז""ל והשיב תשובות נצחות בספר מלחמות וז""ל בגיטין פ' השולח כתוב בהלכות ירושלמי *(על)* העושה שדהו אפותיקי לבעל חוב ולכתובת אשה ומכרה מכורה והלוקח יחוש לעצמו רשב""ג אומר לאשה בכתובתה אינה מכורה שלא עלה על דעת שתהא אשה מחזרת על בתי דינין הוי בשמכרן לשעה אנן קיימין אבל מכרן לעולם *[דברי הכל]* אינן מכורין [כתב הראב""ד ז""ל אני איני יודע למה הביאו כאן כי אין זה דומה למה שאמרו בשמועה זו כי מה שנאמר כאן הוא באפותיקי סתם ולאשה בכתובתה לא באותן ג' שדות שנכתבו בכתובתה שקבלן עליה כצאן ברזל אלא באפותיקי אחר שהוא חוץ לכתובה ואותה הברייתא שהוזכרה בירושלמי באפותיקי גמור לבעל חובו ולאשה באותן שלש שדות של צאן ברזל שנכתבין לאשה בכתובתה ועליהם אמרו מכורה לשעה והלוקח יחוש לעצמו שאם לא הניח שאר נכסים כשיבא לגבות תהא יוצאה מתחת ידו לפי שאינן מכורין לעולם ואילו באפותיקי האמור בשמועתנו אמרו גובין משאר נכסים אלמא אותה שדה של אפותיקי מכורה לעולם וש""מ דאפותיקי סתם קאמר ורשב""ג פליג בתרוייהו דבאפותיקי סתם אמר רשב""ג מכורה לשעה אבל כשתבא האשה לגבות גובה ממנו ובאפותיקי גמור שהן ג' שדות של צאן ברזל אפילו לשעה אינן מכורין ... אבל נכסי צאן ברזל הלכה כרשב""ג שאפילו לשעה אינן מכורין] דהא איפליגו בהו ר' יוחנן ור' אלעזר בירושלמי והכי איתא התם ר' יעקב בר אחא אמר בנכסי צאן ברזל פליגי ר' יוחנן ור' אלעזר ר' יוחנן אמר אם מכרן אינן מכורין אמר לו ר' אלעזר אוכלין בתרומה ואת מר מכרן אינן מכורין א""ל הרי עבדי מלוג אוכלין מכחו ואת מר מכרן אינן מכורין משלך נתנו לך בדין הוה שלא יאכל בתרומה והם אמרו אוכלין והם אמרו מכרן אינן מכורין במה אנן קיימין בשמכרן לשעה אבל מכרן לעולם דברי הכל אינן מכורין אם במכרן לעולם אבל מכרן לשעה דברי הכל מכורין נשמעינה מן הדא העושה שדהו אפותיקי לבעל חובו ולכתובת אשה ומכרה מכורה והלוקח יחוש לעצמו רשב""ג אומר לכתובת אשה אינה מכורה כו' הוי בשמכרן לשעה אנן קיימין אבל במכרן לעולם דברי הכל אינן מכורין ר' אלעזר כרבנן ר' יוחנן כרשב""ג [וכיון דקאי ר' יוחנן כוותיה הלכתא כוותיה ... ע""ד כא""ן דבר""י הר""ב מכאן ואיל""ך דבר""י התלמיד. אמר המחבר וזה הירושלמי נשאל עליו רבינו הגדול ז""ל והשיב שהוא באפותיקי סתם והלוקח יחוש לעצמו להשאיר נכסים לבעל חוב לדחות אצלם שיאמר לו הנחתי לך מקום לגבות ממנו והוא הברייתא ששנויה כאן בגמרא שלנו] וכבר נמצא במסכת שביעית בפ' אחרון גירסא ירושלמית המשעבד שדה לחבירו והלך ומכרה ר' אחא אמר מכורה לשעה ר' יוסי אמר אינה מכורה לשעה והוינן בה הכותב שדהו אפותיקי לאשה בכתובתה ולבעל חוב בחובו ומכרה הרי זו מכורה והלוקח יחוש לעצמו ופריק מתניתא בשאמר יהא לך פרעון מזו מה פליגין בשאמר לא יהא לך פרעון אלא מזו והרי זה מבואר ... וענין הירושלמי שבמסכת יבמות ברור הוא שנחלקו ר' יוחנן ור' אלעזר בנכסי צאן ברזל ר' יוחנן אמר אינן מכורין דידה הוו ור' אלעזר אמר מכורין ברשותיה קיימי ושאלו בגמ' במכורין לשעה פליגי דר' יוחנן מבטל המכר מיד דומיא דנכסי מלוג שלה או במכורין לעולם פליגי ור' אלעזר מקיים המכר לעולם וגובה משאר הנכסים שיש להן אחריות אבל מהן אינו גובה לעולם דמטלטלי דבעל נינהו והביאו ראיה מזו הברייתא דהעושה שדהו אפותיקי דפליגי רשב""ג ורבנן ואין דרכה של אשה לחזר אחר בתי דינין אמרי אתיא דר' אלעזר כרבנן ודרבי יוחנן כרשב""ג הוי בשמכרן לשעה אנן קיימין ור' יוחנן מבטל מפני שאין דרכה של אשה לחזר אחר בתי דינין ואין לה עסק עם אחרים ואפי' מחיים דבעל בטל המקח ור' אלעזר סבר כרבנן הילכך אין חוששין לכך עד שתבא לגבות ואם לא מצאה נכסים גובה מהן כדין אפותיקי [זהו דרך הירושלמי ברור ומפורש ורבינו הגדול שכתב גבי שדה הוי בשמכרן לשעה אנן קיימין אבל במכרן לעולם דברי הכל אינן מכורין שיטה שבגמ' ירושלמית תפס ודבר פשוט דמשדה של אפותיקי ודאי גובה ממנו אם אין לו שאר *[נכסים]* ולא הוצרך הירושלמי הזה לדעת חכמים אלא לומר דהעושה שדהו אפותיקי גובה משאר נכסים השנויים בגמרא שלנו כשמכרה לאחר הוא והיא הברייתא השנויה בירושלמי. ואני חוזר עתה לדינו של הראב""ד ז""ל באפותיקי מפורש שהוא מבטל המכר לשעה ואין דינו נכון וכבר נדחה הדין הזה מהיותו נלמד מן הירושלמי שאינו אלא באפותיקי סתם ומחלוקת ר' יוחנן ור' אלעזר בנכסי צאן ברזל שלה הוא ...  ... ועוד שהרי נחלקו בירושלמי באפותיקי מפורש לבעל חוב ור' אחא אמר מכורה לשעה וסוגיין בגמרא דילן כוותיה ... עכ""ל בספר המלחמות מסדר נשים ועיניך הרואות כי ר""מ ז""ל הבחין והביא דרך הירושלמי שמצא שם בזאת המימרא מפ""ק דנזיקין ובגיטין פרק השולח ...]","ציונו הראשון ליבמות לא ברור כ""כ מה כיון. *סוגררים אלו - בנדפס.",1300,9,300385-90_384-9
29686,yevamot,,*,,,*,0,ים של שלמה - גיטין,דף לב עמודה 1-2,"והרי""ף מוסיף ומביא הירושלמי דבפרק אלמנה לכ""ג. העושה שדהו אפותיקי לאשה בכתובתה או לב""ח ומכרה. מכורה. והלוקח יחוש לעצמו. רשב""ג אומר לאשה בכתובתה איני מכורה שלא עלה על דעתה שתהא מחזרת על בתי דינין: הוי כשמכרן לשעה אנו קיימין אבל אם לא מכרן לשעה דברי הכל אין מכורין [ופי' מכרן לשעה עד שעת טירפא ופי' מכרן לעולם אפילו בא שעת טירפא לא יחזיר המקח ואינן מכורין. ואפשר מאחר שמכרן להדיא שיהא המקח קיים לעולם. וזה לא יכול להיות שהרי הוא משועבד א""כ בטל המקח מעיקרו  ובטל מיד. וז""ל הר""ן ודעת המפרשי' שלא הביא הרי""ף הירושלמי לכאן אלא כדי ללמוד ממנו דפלוגתא דרבנן ורשב""ג הכא איירי ... ע""כ. והיינו דפירש אפותיקי דהכא סתם אפותיקי אבל באפותיקי מפורש שאמר לא יהא לך פירעון אלא מזו לא מצי למימר דגובה משאר נכסים אפילו הן בני חורין שהרי אין שעבודו אלא עליו. וכתב רשב""א בתשובה כתב הרי""ף ותימא א""כ למאי מייתי הרי""ף הא דמכורים לשעה כו' לכאן מאחר שאין כאן מקומו. ע""כ נראה דאדרבה אייתי הא לכאן כדי להשמיע לנו דאף באפותיקי מפורש פליגי דומיא דצאן ברזל דדמיין להדדי כדמוכח בירו' דשלח רבנן סברי אם מכרה מכור' ודוקא לשעה עד שעת טירפא אבל לעולם ד""ה אינה מכורה שהרי אין לו שעבוד אלא על זה לחוד וה""ה בנכסי צאן ברזל הוא דפליגי הכי דלרבנן בסתמא המקח קיים עד שעת טירפא ולרשב""ג המקח בטל מיד]והא לך לשון הירושלמי דבפ' אלמנה לכ""ג ר' יעקב בר אחא אמר בעבדי צאן ברזל פליגי ר' יוחנן אמר מכרן אינן מכורין א""ל ר' אלעזר אוכלין תרומה מוכיח ואת אמרת אינן מכורין מה פליגי כשמוכרן לעולם או שמכרן לשעה אם תימא כשמכרן לעולם אבל לשעה דברי הכל מכורין ואם תימא כשמוכרן לשעה אבל לא מכרן לשעה ד""ה אינו מכורין. נישמעיני מן הדא העושה שדהו אפותיקי לאשה בכתובתה ולבעל חוב בחובו ומכרן הרי זה מכורין והלוקח יחוש לעצמו רשב""ג אומר אינה מכורה שלא עלתה על דעתה שתהא האשה מחזרת על בתי דינין אמרי' אתיא דר' אלעזר כרבנן ור' יוחנן כרשב""ג הוי כמכרו לשעה אינ' קיימין אבל לא מכרן לשעה ד""ה אינן מכורין. ע""כ. [ופירוש' דס""ל לירושלמי דהאי פלוגתא דרשב""ג ורבנן איירי באפותיקי מפורש וא""כ בודאי דוקא במכרה לשעה איירי דאי לעולם ליכא מאן דפליג דהוי מכורה דהא אין לו שעבוד אלא עליו א""כ ר' יוחנן ור' אליעזר דפליגי בעבדי צאן ברזל ופליגי בפלוגתייהו איירי נמי במוכרן לשעה ...]","(בהמשך - דן כמי הלכה ומביא הירוש' שוב ודברי הרא""ש. ולשון ירו' דשלח באמצע לא הבנתי)",1550,32,290772-4_1202-4
12894,yevamot,,*,,,*,0,"חידושי הרמב""ן","קידושין כה ע""א [עה.]","... ואיכ' למימר סוגיין ודאי אליב' דרבי יוחנן היא דאמר בת מצרי שני ובת עמוני ומואבי כשרות לכהונה כשם שכשרות לישראל... ובירושלמי נמי בפ' אלמנה לכהן גדול מוכח הכי דרבי יוחנן מתרץ דכי לטעמיה וא""ת ר""ל היכי מתרץ לה לבריית'.. אלא י""ל קסבר ר""ל פליגי רבנן עליה דרשב""ג דעמונית לכהונה (וכדרבי יהודה)* במצרי שני ואנא דאמרי כרבנן דקסבר טעמייהו דרבנן בגר עמוני ומואבי ומצרי שפוסלין בביאתן משום דבתן נמי פסולה לכהונה ופליגו באלמנה דג' מחלוקת בה והוא הדין דמצי לאפלוגי ת""ק בהדי דר' יוסי ורשב""ג בבתו לכהונה וה""נ משמע בירושלמי בפרק אלמנה לכהן גדול","*הגהות: ובדרבי יוסי [פלורסהיים ג (א), ע' סא]",1250,,00240157
37478,yevamot,,*,,,*,0,"חידושי הריטב""א-גיטין","ח""א עמ' שי""ד",דהא כשמכר את האפותיקי קאי כדמוקים לה בירושלמי,(הנושא: העושה שדהו אפותיקי לבעל חוב ולכתובת אשה) להבנת הנושא עיין כרטיס מס' (24),1300,23,110805_258
37479,yevamot,,*,,,*,0,"חידושי הריטב""א-גיטין","ח""א עמ' שי""ד","ירושלמי בפ' אלמנה לכהן גדול העושה שדהו אפותיקי לאשה בכתובתה ולב""ח בחובו ומכרה מכורה והלוקח יחוש לעצמו רשב""ג אומר לאשה בכתובתה אינה מכורה שלא עלתה על דעת שתהא מחזרת על בתי דינין הוי אומר בשמכרן לשעה אנן קיימין אבל אם לא מכרן לשעה דברי הכל אינן מכורין.",,1300,24,110806_259
17290,yevamot,,*,,,*,0,בית הבחירה,"יבמות, עמ' 244","מכל מקום לענין מכירה... מבטלתו מיד ואף רשב""ג אמרה כן בתלמוד המערב שבפרק זה ומפני שאינה רוצה לחזר על בתי דינין אלא שחכמים חלקו עליו בה והלכה כרבים וכן כתובה גדולי המגיהים",,1375,36,840_210547
28648,yevamot,,*,,,*,0,,"ה' לולב, קנט-ס","הגהה.. ואמרינן בירושלמי אם ראית הלכה רופסת בב""ד ראה האיך ציבור נוהגין.","מתוך דברי רש""י? ר""ח? ר' ציוני המהדיר",#N/A,28,719_00260979
34915,yevamot,,*,,,*,0,תוספות ישנים (השלם) - יבמות,"ת""ט [ע ע""א]","וע""ק דאמרי' בירוש' חלצתו חמה נותנין לו ל' יום, וקאמ' אותם ל' יום מהו להאכילן חליבה של תרומה ולסוכו שמן של תרומה, וקא פשיט ליה ממתני' דהכא [אלמ' דהכ' נמי מיירי בערל מחמת אונס כי התם שחלצתו חמה, והיינו כפ""ה] ויש חילוק בין ערלות דתוך שמונה לערלות דאחר שמונה, וכן נמי משמע בירושלמי",,?1300?,11,320194_567
33778,yevamot,,*,,,*,0,תוספות - יבמות,"עה ע""א-ע""ב ד""ה שאין","ובירושלמי נמי משמע דהלכה דכשר אבל משמע דאין מוליד דא""ר זירא* שמעתי שהלכה כרבי ישמעאל ואמר נמי שמואל התם אם יבא לפני בעל ביצה אחת אני מכשירו א""ר יודן בר חנינא ובלבד שלימין אר""י שיש לפרש בתרי גווני כלומר דוקא שנטלה האחת והאחת שלימה כשרה אבל נפצעה אפילו אחת גרע טפי כדפי' אבל יותר נראה לר""י לפרש שהם שתי תיבות ובלבד בשל ימין וחומרא גדולה וטוב להזהיר לרופאים לחתוך של שמאל אם אפשר ומסיים דעובדא הוה קמיה דרבי אמי א""ל אין כרתי את שריי ליה אלא הוי ידעה דלא מוליד משמע דלכולהו הלכה כרבי ישמעאל דמכשר ומשמע התם מתוך המסקנא דאיירי בידי אדם:",*לפנינו (וכן בכמה ראשונים שמביאים אתהירו' כאן): ר' יוסי,1200,23,310647-8_548-9
10634,yevamot,,*,,,*,0,"שו""ת מהר""י בירב","סי' ב דף ה ע""א","תשובה כבר ראית כל הכתו' בפוסקין ואין צריך להאריך בו שרוב הפוסקי' מתירין במי שנפסדו בלי (!) הזרע מחמת חולי ... כ""ש שכבר כתבתי למעלה שדעת רוב הפוסקים ובפרט הרמב""ם והרמב""ן בחידושיו* והביא ראיה מן הירושלמי וכין שלא מצינו בגמרא דידן סמכינן אתלמוד ירושלמי וכ""ש שהיא סברת גאוני עולם ...","*יב' עה ע""א ד""ה שמעתי",1500,,
24881,yevamot,,*,,,*,0,"פסקי ריקאנאטי חדשים מכת""י",סי' תרצח (עמ' נח),ועוד בירושלמי משמע שהוא כשר דאמר דמואל אם יבוא לפני בעל ביתה אחת אני מכשירו כר' ישמעאל בנו של ר' יוחנן בן ברוקא,,1275,5,494_220456
29472,yevamot,,*,,,*,0,ים של שלמה - יבמות,"דף ל""ט עמודה 1",ובגמ' בעי ערל קטן תוך שמנה אם מותר לסוכו בשמן של תרומה ... וכתבו דבירושלמי נפשטה להיתר וחלק על תלמוד שלנו ולפי מה שכתבתי בפרק כיצד הרגל סי' ה' דכל בעיא שלא נאמר להדיא תיקו נוכל לפשט' ממקום אחר הכי נימא דרבא ... כמו שפשיטא לתלמוד ירושלמי להיתר.,דיון בעינין זה להלן ולעיל,1550,27,290651_1113
18778,yevamot,,*,,,*,0,"אור זרוע ח""א","ה' עגונה. (תרצ""ג)   צח א","... מצאו כתוב בשטר איש פלוני נהרג או מת משמע בירושלמי דאיכא מ""ד מותרת",,1215,40,161042_542
34098,yevamot,,*,,,*,0,תוספות - קידושין,"עג ע""א ד""ה מאי",ועוד קשה דמאי קאמר ומיעוט שהלכו בעליהם למדינת הים דהאי נמי יש לנו להכשירו דשמא בא על ידי שם ושימש כי ההוא עובדא (בירושלמי) דאבוה דשמואל שהלך למדינת הים ובא על ידי שם ושימש והוליד את שמואל ויש לומר דהכא איכא ריעותא דהשליכתו,"[ר' אוצה""ג ברכות, תשובות, עמ' 46, סי' קט.]",1200,33,310965_866
9743,yevamot,,*,,,*,0,"מגיד משנה על הרמב""ם","נשים רסד ד""ה יבמתה",מבואר בירושלמי שם ביבמות יבימתה אפילו אחותה,,1400,93,632_81265
9744,yevamot,,*,,,*,0,"מגיד משנה על הרמב""ם","נשים רסד ד""ה יבמתה","ומתבאר מן הגמרא והירושלמי שם שה""ה שאין הכלה נאמנת לחמותה ולא אשת האב לבת הבעל",,1400,94,633_81266
9524,yevamot,,*,,,*,0,"מגיד משנה על הרמב""ם","נשים שיט ד""ה הכל נאמנים",וכבר נתבאר למעלה שיבמתה אפילו היא אחותה חזקתה ששונאה אותה ונזכר כאן בירושלמי,ירו' - יבמתה אפילו אחותה,1400,120;,658_81291
9525,yevamot,,*,,,*,0,"מגיד משנה על הרמב""ם","נשים, שכא ד""ה באו שנים כאחד",וכן נראה בירוש' דגרסינן התם עד אומר מת ונשאת ובא אחר ואמר לא מת הרי זו לא תצא מפני שמשנשאת אמר הא אם אמר עד שלא נשאת ונשאת תצא אמר רבי יוחנן זו דברי רבי מנחם אבל חכמים אומרים בין שאמר משנשאת בין שאמר עד שלא נשאת לא תצא,,1400,121,659_81292
29592,yevamot,,*,,,*,0,ים של שלמה - יבמות,דף עא עמודה 4,"ואדרבא אמינא שיש ראייה ברורה לדברי הרמב""ם מדקתני במתניתין לקמן עד אומר מת ועד אומר לא מת לא תנשא ולא קתני אם נשאת תצא אלמא דגבי עד ועד המכחישים זה את זה לא תצא וכבר הוכחנו דתצא בכל עניין א""ל שבא אחר שהתירוה וא""כ אי אפשר לישבו אלא שנשאת לאותו העד ואומ' ברי לי וכן מוכח מן הירושלמי ועיקר","(איני מבין ראייתו, עי' רמב""ן וריטב""א כאן)",1550,65,290695_1157
29594,yevamot,,*,,,*,0,ים של שלמה - יבמות,דף עב עמודה 2,"... כדברי הרא""ש שכתב וז""ל הא דפריך לר' יוחנן משום דמשמע ליה דאשה אומרת לא מת איירי אפילו בצרה דאי לאו הכי היינו רישא ... אבל לר' יוחנן לא חש לאותו קשיא דמוקי מתניתין באשה דעלמא ומתניתין נקט בין בעד כשר בין בעד פסול וכן מוכח בירושלמי והלכה כר' יוחנן ... ע""כ",,1550,67,290697_1159
